year,month,state,utilityNumber,utilityName,dataStatus,residentialCapacityPhotovoltaic,commercialCapacityPhotovoltaic,industrialCapacityPhotovoltaic,transportationCapacityPhotovoltaic,totalCapacityPhotovoltaic,residentialCustomerPhotovoltaic,commercialCustomerPhotovoltaic,industrialCustomerPhotovoltaic,transportationCustomerPhotovoltaic,totalCustomerPhotovoltaic,residentialSoldBackPhotovoltaic,commercialSoldBackPhotovoltaic,industrialSoldBackPhotovoltaic,transportationSoldBackPhotovoltaic,totalSoldBackPhotovoltaic,residentialCapacityWind,commercialCapacityWind,industrialCapacityWind,transportationCapacityWind,totalCapacityWind,residentialCustomerWind,commercialCustomerWind,industrialCustomerWind,transportationCustomerWind,totalCustomerWind,residentialSoldBackWind,commercialSoldBackWind,industrialSoldBackWind,transportationSoldBackWind,totalSoldBackWind,residentialCapacityOther,commercialCapacityOther,industrialCapacityOther,transportationCapacityOther,totalCapacityOther,residentialCustomerOther,commercialCustomerOther,industrialCustomerOther,transportationCustomerOther,totalCustomerOther,residentialSoldBackOther,commercialSoldBackOther,industrialSoldBackOther,transportationSoldBackOther,totalSoldBackOther,residentialCapacityAll,commercialCapacityAll,industrialCapacityAll,transportationCapacityAll,totalCapacityAll,residentialCustomerAll,commercialCustomerAll,industrialCustomerAll,transportationCustomerAll,totalCustomerAll,residentialSoldBackAll,commercialSoldBackAll,industrialSoldBackAll,transportationSoldBackAll,totalSoldBackAll
2015,5,CO,56146,Black Hills/Colorado Elec.Util,Final,3.671,5.911,0.1,,9.682,616,183,1,,800,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,3.671,5.911,1.9,0,11.482,616,183,2,0,801,0,0,0,0,0
2015,12,CO,15466,Public Service Co of Colorado,Final,136.215,111.297,0.624,0,248.136,24620,2152,11,0,26783,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,136.215,111.297,0.624,0,248.136,24620,2152,11,0,26783,0,0,0,0,0
2015,12,CO,19499,"United Power, Inc",Final,7.44,0.339,0.021,,7.8,1205,11,1,,1217,,,,,0,0.022,0.012,0,,0.034,8,2,0,,10,,,,,0,,,,,0,,,,,0,,,,,0,7.462,0.351,0.021,0,7.834,1213,13,1,0,1227,0,0,0,0,0
2015,10,CO,15466,Public Service Co of Colorado,Final,133.805,109.438,0.624,,243.867,24185,2142,11,,26338,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,133.805,109.438,0.624,0,243.867,24185,2142,11,0,26338,0,0,0,0,0
2015,1,CO,3989,City of Colorado Springs - (CO),Final,1.447,4.414,0,0,5.861,319,63,0,0,382,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,1.449,4.42,0,0,5.869,320,64,0,0,384,0,0,0,0,0
2015,11,CO,6604,City of Fort Collins - (CO),Final,1.97,0.888,0.18,0,3.038,396,52,1,0,449,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,1.971,0.888,1.38,0,4.239,397,52,3,0,452,0,0,0,0,0
2015,4,CO,6604,City of Fort Collins - (CO),Final,1.621,0.92,0.18,0,2.721,327,49,1,0,377,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,1.623,0.92,1.38,0,3.923,328,49,3,0,380,0,0,0,0,0
2015,8,CO,56146,Black Hills/Colorado Elec.Util,Final,3.671,5.911,0.1,,9.682,616,183,1,,800,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,3.671,5.911,1.9,0,11.482,616,183,2,0,801,0,0,0,0,0
2015,5,CO,9336,Intermountain Rural Elec Assn,Final,3.799,0.056,,,3.855,626,4,,,630,,,,,0,0.046,,,,0.046,17,,,,17,,,,,0,,,,,0,,,,,0,,,,,0,3.845,0.056,0,0,3.901,643,4,0,0,647,0,0,0,0,0
2015,7,CO,9336,Intermountain Rural Elec Assn,Final,4.325,0.056,,,4.381,718,4,,,722,,,,,0,0.046,,,,0.046,17,,,,17,,,,,0,,,,,0,,,,,0,,,,,0,4.371,0.056,0,0,4.427,735,4,0,0,739,0,0,0,0,0
2015,8,CO,15257,"Poudre Valley R  E  A, Inc",Final,1.19,0.114,0.02,0,1.324,185,11,1,0,197,,,,0,0,0.04,,,,0.04,11,,,,11,,,,,0,,,,,0,,,,,0,,,,,0,1.23,0.114,0.02,0,1.364,196,11,1,0,208,0,0,0,0,0
2015,10,CO,6604,City of Fort Collins - (CO),Final,1.901,0.838,0.18,0,2.919,381,51,1,0,433,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,1.902,0.838,1.38,0,4.12,382,51,3,0,436,0,0,0,0,0
2015,5,CO,15466,Public Service Co of Colorado,Final,124.744,107.791,0.624,,233.159,22920,2109,11,,25040,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,124.744,107.791,0.624,0,233.159,22920,2109,11,0,25040,0,0,0,0,0
2015,8,CO,15466,Public Service Co of Colorado,Final,130.922,108.696,0.624,0,240.242,23662,2125,11,0,25798,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,130.922,108.696,0.624,0,240.242,23662,2125,11,0,25798,0,0,0,0,0
2015,5,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0
2015,11,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0
2016,9,CO,3989,City of Colorado Springs - (CO),Final,2.304,4.645,,,6.949,491,72,,,563,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,2.306,4.651,,0,6.957,492,73,0,0,565,0,0,0,0,0
2016,9,CO,6604,City of Fort Collins - (CO),Final,2.887,0.909,0.18,0,3.976,567,54,1,0,622,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,2.888,0.909,1.38,0,5.177,568,54,3,0,625,0,0,0,0,0
2016,9,CO,9336,Intermountain Rural Elec Assn,Final,8.092,0.056,0,0,8.148,1331,4,0,0,1335,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,8.138,0.056,,0,8.194,1348,4,0,0,1352,0,0,0,0,0
2016,9,CO,12866,Moon Lake Electric Assn Inc,Final,0,0.1,0,0,0.1,0,5,0,0,5,0,1.427,0,0,1.427,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.1,,0,0.1,0,5,0,0,5,0,1.427,0,0,1.427
2016,9,CO,15257,"Poudre Valley Associated Services, Inc.",Final,1.962,0.127,0.02,0,2.109,308,13,1,0,322,266.539,17.36,2.738,0,286.637,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1.962,0.127,0.02,0,2.109,308,13,1,0,322,266.539,17.36,2.738,0,286.637
2016,9,CO,15466,Public Service Co of Colorado,Final,147.51,112.84,0.639,,260.989,26608,2195,13,,28816,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,147.51,112.84,0.639,0,260.989,26608,2195,13,0,28816,0,0,0,0,0
2016,9,CO,16603,"San Luis Valley R E C, Inc",Final,0.254,0.096,0.03,0,0.38,61,10,2,0,73,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.257,0.096,0.03,0,0.383,63,10,2,0,75,0,0,0,0,0
2016,9,CO,19499,"United Power, Inc",Final,9.376,0.389,0.021,,9.786,1552,13,1,,1566,,,,,0,0.022,0.012,0,,0.034,8,2,0,,10,,,,,0,,,,,0,,,,,0,,,,,0,9.398,0.401,0.021,0,9.82,1560,15,1,0,1576,0,0,0,0,0
2016,9,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.004,,,,0.004,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.004,,,0,0.004,2,0,0,0,2,0,0,0,0,0
2016,9,CO,56146,Black Hills/Colorado Elec.Util,Final,5.299,6.006,0.1,0,11.405,734,198,1,0,933,,,,,0,0,0,1.8,0,1.8,0,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,5.299,6.006,1.9,0,13.205,734,198,2,0,934,0,0,0,0,0
2016,9,CO,99999,State Adjustment,Final,17.84,2.651,0.383,,20.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.84,2.651,0.383,,20.874,,,,,,,,,,
2016,7,CO,3989,City of Colorado Springs - (CO),Final,2.215,4.62,,,6.835,470,71,,,541,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,2.217,4.626,,0,6.843,471,72,0,0,543,0,0,0,0,0
2016,7,CO,6604,City of Fort Collins - (CO),Final,2.696,0.898,0.18,0,3.774,534,53,1,0,588,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,2.697,0.898,1.38,0,4.975,535,53,3,0,591,0,0,0,0,0
2016,7,CO,9336,Intermountain Rural Elec Assn,Final,7.872,0.056,0,0,7.928,1309,4,0,0,1313,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,7.918,0.056,,0,7.974,1326,4,0,0,1330,0,0,0,0,0
2016,7,CO,12866,Moon Lake Electric Assn Inc,Final,0,0.1,0,0,0.1,0,5,0,0,5,0,1.321,0,0,1.321,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.1,,0,0.1,0,5,0,0,5,0,1.321,0,0,1.321
2016,7,CO,15257,"Poudre Valley Associated Services, Inc.",Final,1.795,0.12,0.02,0,1.935,266,12,1,0,279,,,,0,0,0.04,,,,0.04,11,,,,11,,,,,0,,,,,0,,,,,0,,,,,0,1.835,0.12,0.02,0,1.975,277,12,1,0,290,0,0,0,0,0
2016,7,CO,15466,Public Service Co of Colorado,Final,144.612,112.34,0.639,,257.591,26121,2182,13,,28316,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,144.612,112.34,0.639,0,257.591,26121,2182,13,0,28316,0,0,0,0,0
2016,7,CO,16603,"San Luis Valley R E C, Inc",Final,0.248,0.096,0.03,0,0.374,60,10,2,0,72,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.251,0.096,0.03,0,0.377,62,10,2,0,74,0,0,0,0,0
2016,7,CO,19499,"United Power, Inc",Final,8.909,0.389,0.021,0,9.319,1477,13,1,0,1491,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,8.931,0.401,0.021,0,9.353,1485,15,1,0,1501,0,0,0,0,0
2016,7,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.004,,,,0.004,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.004,,,0,0.004,2,0,0,0,2,0,0,0,0,0
2016,7,CO,56146,Black Hills/Colorado Elec.Util,Final,5.176,6.006,0.1,0,11.282,719,198,1,,918,,,,,0,,,1.8,0,1.8,,,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,5.176,6.006,1.9,0,13.082,719,198,2,0,919,0,0,0,0,0
2016,7,CO,99999,State Adjustment,Final,17.155,2.623,0.38,,20.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.155,2.623,0.38,,20.158,,,,,,,,,,
2016,8,CO,15466,Public Service Co of Colorado,Final,146.21,112.547,0.639,,259.396,26389,2187,13,,28589,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,146.21,112.547,0.639,0,259.396,26389,2187,13,0,28589,0,0,0,0,0
2016,8,CO,16603,"San Luis Valley R E C, Inc",Final,0.248,0.096,0.03,0,0.374,60,10,2,0,72,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.251,0.096,0.03,0,0.377,62,10,2,0,74,0,0,0,0,0
2016,8,CO,19499,"United Power, Inc",Final,9.117,0.389,0.021,0,9.527,1512,13,1,0,1526,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,9.139,0.401,0.021,0,9.561,1520,15,1,0,1536,0,0,0,0,0
2016,8,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.004,,,,0.004,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.004,,,0,0.004,2,0,0,0,2,0,0,0,0,0
2016,8,CO,56146,Black Hills/Colorado Elec.Util,Final,5.206,6.006,0.1,0,11.312,727,198,1,0,926,,,,,0,0,0,1.8,0,1.8,0,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,5.206,6.006,1.9,0,13.112,727,198,2,0,927,0,0,0,0,0
2016,8,CO,99999,State Adjustment,Final,17.51,2.63,0.386,,20.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.51,2.63,0.386,,20.526,,,,,,,,,,
2016,8,CO,15257,"Poudre Valley Associated Services, Inc.",Final,1.849,0.128,0.02,,1.997,274,13,1,,288,,,,,0,0.04,,,,0.04,11,,,,11,,,,,0,,,,,0,,,,,0,,,,,0,1.889,0.128,0.02,0,2.037,285,13,1,0,299,0,0,0,0,0
2016,8,CO,12866,Moon Lake Electric Assn Inc,Final,0,0.1,0,0,0.1,0,5,0,0,5,0,1.46,0,0,1.46,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.1,,0,0.1,0,5,0,0,5,0,1.46,0,0,1.46
2016,8,CO,6604,City of Fort Collins - (CO),Final,2.827,0.909,0.18,0,3.916,557,54,1,0,612,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,2.828,0.909,1.38,0,5.117,558,54,3,0,615,0,0,0,0,0
2016,8,CO,9336,Intermountain Rural Elec Assn,Final,8.001,0.056,0,0,8.057,1318,4,0,0,1322,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,8.047,0.056,,0,8.103,1335,4,0,0,1339,0,0,0,0,0
2016,8,CO,3989,City of Colorado Springs - (CO),Final,2.215,4.62,,,6.835,470,71,,,541,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,2.217,4.626,,0,6.843,471,72,0,0,543,0,0,0,0,0
2016,12,CO,3989,City of Colorado Springs - (CO),Final,2.527,4.645,,,7.172,540,72,,,612,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,2.529,4.651,,0,7.18,541,73,0,0,614,0,0,0,0,0
2016,12,CO,6604,City of Fort Collins - (CO),Final,3.283,0.962,0.18,0,4.425,634,55,1,0,690,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,3.284,0.962,1.38,0,5.626,635,55,3,0,693,0,0,0,0,0
2016,12,CO,9336,Intermountain Rural Elec Assn,Final,8.369,0.056,0,0,8.425,1380,4,0,0,1384,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,8.415,0.056,,0,8.471,1397,4,0,0,1401,0,0,0,0,0
2016,12,CO,12866,Moon Lake Electric Assn Inc,Final,0,0.1,0,0,0.1,0,5,0,0,5,0,0.252,0,0,0.252,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.1,,0,0.1,0,5,0,0,5,0,0.252,0,0,0.252
2016,12,CO,15257,"Poudre Valley Associated Services, Inc.",Final,2.202,0.15,0.032,0,2.384,323,14,2,0,339,195.083,13.28,2.738,0,211.101,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,2.202,0.15,0.032,0,2.384,323,14,2,0,339,195.083,13.28,2.738,0,211.101
2016,12,CO,15466,Public Service Co of Colorado,Final,152.031,114.047,0.639,0,266.717,27351,2211,13,0,29575,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,152.031,114.047,0.639,0,266.717,27351,2211,13,0,29575,0,0,0,0,0
2016,12,CO,16603,"San Luis Valley R E C, Inc",Final,0.261,0.096,0.03,0,0.387,63,10,2,0,75,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.264,0.096,0.03,0,0.39,65,10,2,0,77,0,0,0,0,0
2016,12,CO,19499,"United Power, Inc",Final,9.997,0.389,0.021,0,10.407,1650,13,1,0,1664,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,10.019,0.401,0.021,0,10.441,1658,15,1,0,1674,0,0,0,0,0
2016,12,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.004,,,,0.004,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.004,,,0,0.004,2,0,0,0,2,0,0,0,0,0
2016,12,CO,56146,Black Hills/Colorado Elec.Util,Final,5.646,6.006,0.1,0,11.752,780,198,1,0,979,,,,,0,0,0,1.8,0,1.8,0,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,5.646,6.006,1.9,0,13.552,780,198,2,0,980,0,0,0,0,0
2016,12,CO,99999,State Adjustment,Final,19.123,2.679,0.367,,22.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.123,2.679,0.367,,22.169,,,,,,,,,,
2016,10,CO,3989,City of Colorado Springs - (CO),Final,2.35,4.645,0,0,6.995,503,72,0,0,575,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,2.352,4.651,,0,7.003,504,73,0,0,577,0,0,0,0,0
2016,10,CO,6604,City of Fort Collins - (CO),Final,2.983,0.962,0.18,0,4.125,583,55,1,0,639,,,,,0,0.001,0,0,0,0.001,1,0,0,0,1,,,,,0,0,0,1.2,0,1.2,0,0,2,0,2,,,,,0,2.984,0.962,1.38,0,5.326,584,55,3,0,642,0,0,0,0,0
2016,10,CO,9336,Intermountain Rural Elec Assn,Final,8.192,0.056,0,0,8.248,1346,4,0,0,1350,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,8.238,0.056,,0,8.294,1363,4,0,0,1367,0,0,0,0,0
2016,10,CO,12866,Moon Lake Electric Assn Inc,Final,0,0.1,0,0,0.1,0,5,0,0,5,0,0.884,0,0,0.884,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.1,,0,0.1,0,5,0,0,5,0,0.884,0,0,0.884
2016,10,CO,15257,"Poudre Valley Associated Services, Inc.",Final,2.036,0.128,0.032,0,2.196,303,13,2,0,318,246.12,15.452,2.738,0,264.31,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,2.036,0.128,0.032,0,2.196,303,13,2,0,318,246.12,15.452,2.738,0,264.31
2016,10,CO,15466,Public Service Co of Colorado,Final,149.108,112.894,0.639,,262.641,26870,2197,13,,29080,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,149.108,112.894,0.639,0,262.641,26870,2197,13,0,29080,0,0,0,0,0
2016,10,CO,16603,"San Luis Valley R E C, Inc",Final,0.261,0.096,0.03,0,0.387,63,10,2,0,75,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.264,0.096,0.03,0,0.39,65,10,2,0,77,0,0,0,0,0
2016,10,CO,19499,"United Power, Inc",Final,9.578,0.389,0.021,0,9.988,1586,13,1,0,1600,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,9.6,0.401,0.021,0,10.022,1594,15,1,0,1610,0,0,0,0,0
2016,10,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.004,,,,0.004,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.004,,,0,0.004,2,0,0,0,2,0,0,0,0,0
2016,10,CO,56146,Black Hills/Colorado Elec.Util,Final,5.349,6.006,0.1,0,11.455,742,198,1,0,941,,,,,0,0,0,1.8,0,1.8,0,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,5.349,6.006,1.9,0,13.255,742,198,2,0,942,0,0,0,0,0
2016,10,CO,99999,State Adjustment,Final,18.237,2.662,0.383,,21.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.237,2.662,0.383,,21.282,,,,,,,,,,
2016,11,CO,15466,Public Service Co of Colorado,Final,150.434,113.141,0.639,,264.214,27095,2202,13,,29310,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,150.434,113.141,0.639,0,264.214,27095,2202,13,0,29310,0,0,0,0,0
2016,11,CO,16603,"San Luis Valley R E C, Inc",Final,0.261,0.096,0.03,0,0.387,63,10,2,0,75,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.264,0.096,0.03,0,0.39,65,10,2,0,77,0,0,0,0,0
2016,11,CO,19499,"United Power, Inc",Final,9.756,0.389,0.021,0,10.166,1614,13,1,0,1628,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,9.778,0.401,0.021,0,10.2,1622,15,1,0,1638,0,0,0,0,0
2016,11,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.004,,,,0.004,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.004,,,0,0.004,2,0,0,0,2,0,0,0,0,0
2016,11,CO,56146,Black Hills/Colorado Elec.Util,Final,5.513,6.006,0.1,0,11.619,762,198,1,0,961,,,,,0,0,0,1.8,0,1.8,0,0,1,0,1,0,,,,0,,,,,0,,,,,0,,,,,0,5.513,6.006,1.9,0,13.419,762,198,2,0,962,0,0,0,0,0
2016,11,CO,99999,State Adjustment,Final,18.688,2.668,0.367,,21.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.688,2.668,0.367,,21.723,,,,,,,,,,
2016,11,CO,15257,"Poudre Valley Associated Services, Inc.",Final,2.085,0.15,0.032,0,2.267,307,14,2,0,323,195.66,14.076,2.738,0,212.474,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,2.085,0.15,0.032,0,2.267,307,14,2,0,323,195.66,14.076,2.738,0,212.474
2016,11,CO,12866,Moon Lake Electric Assn Inc,Final,0,0.1,0,0,0.1,0,5,0,0,5,0,0.085,0,0,0.085,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.1,,0,0.1,0,5,0,0,5,0,0.085,0,0,0.085
2016,11,CO,6604,City of Fort Collins - (CO),Final,3.047,0.962,0.18,0,4.189,599,55,1,0,655,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,3.048,0.962,1.38,0,5.39,600,55,3,0,658,0,0,0,0,0
2016,11,CO,9336,Intermountain Rural Elec Assn,Final,8.281,0.056,0,0,8.337,1364,4,0,0,1368,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,8.327,0.056,,0,8.383,1381,4,0,0,1385,0,0,0,0,0
2016,11,CO,3989,City of Colorado Springs - (CO),Final,2.35,4.645,,,6.995,503,72,,,575,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,2.352,4.651,,0,7.003,504,73,0,0,577,0,0,0,0,0
2016,3,CO,99999,State Adjustment,Final,15.275,2.566,0.384,,18.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.275,2.566,0.384,,18.225,,,,,,,,,,
2016,3,CO,3989,City of Colorado Springs - (CO),Final,2.015,4.609,,,6.624,438,71,,,509,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,2.017,4.615,,0,6.632,439,72,0,0,511,0,0,0,0,0
2016,3,CO,6604,City of Fort Collins - (CO),Final,2.303,0.898,0.18,0,3.381,458,53,1,0,512,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,2.304,0.898,1.38,0,4.582,459,53,3,0,515,0,0,0,0,0
2016,3,CO,9336,Intermountain Rural Elec Assn,Final,7.396,0.056,,,7.452,1223,4,,,1227,,,,,0,0.046,,,,0.046,17,,,,17,,,,,0,,,,,0,,,,,0,,,,,0,7.442,0.056,,0,7.498,1240,4,0,0,1244,0,0,0,0,0
2016,3,CO,12866,Moon Lake Electric Assn Inc,Final,0,0.1,0,0,0.1,0,5,0,0,5,0,0.386,0,0,0.386,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.1,,0,0.1,0,5,0,0,5,0,0.386,0,0,0.386
2016,3,CO,15257,"Poudre Valley Associated Services, Inc.",Final,1.567,0.12,0.02,0,1.707,238,12,1,0,251,,,,0,0,0.04,,,,0.04,11,,,,11,,,,,0,,,,,0,,,,,0,,,,,0,1.607,0.12,0.02,0,1.747,249,12,1,0,262,0,0,0,0,0
2016,3,CO,15466,Public Service Co of Colorado,Final,139.857,111.931,0.624,,252.412,25277,2159,11,,27447,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,139.857,111.931,0.624,0,252.412,25277,2159,11,0,27447,0,0,0,0,0
2016,3,CO,16603,"San Luis Valley R E C, Inc",Final,0.238,0.096,0.03,,0.364,58,10,2,,70,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.241,0.096,0.03,0,0.367,60,10,2,0,72,0,0,0,0,0
2016,3,CO,19499,"United Power, Inc",Final,7.9,0.339,0.021,0,8.26,1298,11,1,0,1310,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,7.922,0.351,0.021,0,8.294,1306,13,1,0,1320,0,0,0,0,0
2016,3,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.004,,,,0.004,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.004,,,0,0.004,2,0,0,0,2,0,0,0,0,0
2016,3,CO,56146,Black Hills/Colorado Elec.Util,Final,4.965,5.811,0.1,,10.876,681,196,1,,878,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,4.965,5.811,1.9,0,12.676,681,196,2,0,879,0,0,0,0,0
